No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
3286,GTX,Garrett Motion Inc.,Consumer Cyclical,Auto Parts,Switzerland,474.43M,9.81,7.23,1.83%,153597
3287,GTY,Getty Realty Corp.,Real Estate,REIT - Retail,USA,1.39B,18.41,31.77,-0.09%,114277
3288,GTYH,GTY Technology Holdings Inc.,Technology,Software - Application,USA,423.24M,-,7.42,0.54%,54189
3289,GUNR,FlexShares Morningstar Global Upstream Natural Resources Index Fund,Financial,Exchange Traded Fund,USA,-,-,37.75,0.21%,1295783
3290,GURE,"Gulf Resources, Inc.",Basic Materials,Specialty Chemicals,China,43.21M,-,4.1,-1.20%,16746
3291,GURU,Global X Guru Index ETF,Financial,Exchange Traded Fund,USA,-,-,51.13,-0.02%,3007
3292,GUSH,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,Financial,Exchange Traded Fund,USA,-,-,70.96,-0.57%,2046869
3293,GUT,The Gabelli Utility Trust,Financial,Closed-End Fund - Equity,USA,444.50M,-,8.16,-0.73%,121821
3294,GVA,Granite Construction Incorporated,Industrials,Engineering & Construction,USA,1.82B,-,40.93,-0.24%,148087
3295,GVAL,Cambria Global Value ETF,Financial,Exchange Traded Fund,USA,-,-,24.09,-0.17%,1815
3296,GVI,iShares Intermediate Government/Credit Bond ETF,Financial,Exchange Traded Fund,USA,-,-,115.85,-0.06%,22687
3297,GVIP,Goldman Sachs Hedge Industry VIP ETF,Financial,Exchange Traded Fund,USA,-,-,103.62,0.20%,1264
3298,GVP,"GSE Systems, Inc.",Technology,Software - Application,USA,27.91M,-,1.36,0.00%,57222
3299,GWAC,Good Works Acquisition Corp.,Financial,Shell Companies,USA,243.60M,-,10.5,0.00%,0
3300,GWB,"Great Western Bancorp, Inc.",Financial,Banks - Regional,USA,1.59B,10.15,29.76,-2.01%,223248
3301,GWGH,"GWG Holdings, Inc.",Financial,Insurance - Life,USA,241.77M,-,7.28,1.89%,6277
3302,GWRE,"Guidewire Software, Inc.",Technology,Software - Application,USA,10.08B,-,123.01,3.86%,1927393
3303,GWRS,"Global Water Resources, Inc.",Utilities,Utilities - Regulated Water,USA,451.93M,176.21,20.44,0.05%,19991
3304,GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,USA,22.20B,26.18,429.65,-1.32%,226846
3305,GWX,SPDR S&P International Small Cap ETF,Financial,Exchange Traded Fund,USA,-,-,40.51,1.00%,229177
3306,GXC,SPDR S&P China ETF,Financial,Exchange Traded Fund,USA,-,-,117.15,-0.37%,917228
3307,GXF,Global X FTSE Nordic Region ETF,Financial,Exchange Traded Fund,USA,-,-,33.23,-0.15%,919
3308,GXG,Global X MSCI Colombia ETF,Financial,Exchange Traded Fund,USA,-,-,28.78,-1.09%,642
3309,GXII,GX Acquisition Corp. II,Financial,Shell Companies,USA,363.10M,-,9.68,0.36%,5
3310,GXO,"GXO Logistics, Inc.",Industrials,Specialty Business Services,USA,9.82B,-,86.97,1.74%,528025
3311,GXTG,Global X Thematic Growth ETF,Financial,Exchange Traded Fund,USA,-,-,53.91,-0.04%,8568
3312,GYLD,Arrow Dow Jones Global Yield ETF,Financial,Exchange Traded Fund,USA,-,-,15.02,0.16%,849
3313,GYRO,"Gyrodyne, LLC",Real Estate,Real Estate Services,USA,19.65M,-,13.25,0.15%,31778
3314,H,Hyatt Hotels Corporation,Consumer Cyclical,Lodging,USA,7.15B,-,71.62,-2.94%,316305
3315,HA,"Hawaiian Holdings, Inc.",Industrials,Airlines,USA,994.64M,-,20.11,-2.00%,526548
3316,HAAC,Health Assurance Acquisition Corp.,Financial,Shell Companies,USA,537.42M,-,9.75,0.31%,164485
3317,HAACU,Health Assurance Acquisition Corp.,Financial,Shell Companies,USA,-,-,10,0.20%,7598
3318,HACK,ETFMG Prime Cyber Security ETF,Financial,Exchange Traded Fund,USA,-,-,66.23,1.18%,119777
3319,HAE,Haemonetics Corporation,Healthcare,Medical Instruments & Supplies,USA,3.19B,51.33,64.57,-2.06%,364109
3320,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,549.44M,8.23,18.6,-1.43%,87975
3321,HAIL,SPDR S&P Kensho Smart Mobility ETF,Financial,Exchange Traded Fund,USA,-,-,56.81,-0.91%,24214
3322,HAIN,"The Hain Celestial Group, Inc.",Consumer Defensive,Packaged Foods,USA,3.74B,57.09,37.28,-1.43%,477674
3323,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,17.28B,124.51,20.17,-1.42%,4732167
3324,HALL,"Hallmark Financial Services, Inc.",Financial,Insurance - Property & Casualty,USA,68.09M,-,3.86,1.31%,78943
3325,HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology,USA,5.76B,27.01,42.22,-1.38%,532164
3326,HAP,VanEck Vectors Natural Resources ETF,Financial,Exchange Traded Fund,USA,-,-,46.75,0.48%,20301
3327,HAPP,Happiness Biotech Group Limited,Healthcare,Drug Manufacturers - Specialty & Generic,China,35.45M,29.23,1.14,1.79%,84172
3328,HARP,"Harpoon Therapeutics, Inc.",Healthcare,Biotechnology,USA,283.09M,-,8.95,-3.56%,337679
3329,HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,USA,13.61B,32.64,99.36,0.42%,248615
3330,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Real Estate,REIT - Specialty,USA,4.65B,42.98,60,-1.17%,229505
3331,HAUZ,Xtrackers International Real Estate ETF,Financial,Exchange Traded Fund,USA,-,-,29.27,0.38%,33553
3332,HAWX,iShares Currency Hedged MSCI ACWI ex U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,33.09,0.39%,11390
3333,HAYN,"Haynes International, Inc.",Industrials,Metal Fabrication,USA,455.23M,-,37.81,-0.58%,36750
3334,HAYW,"Hayward Holdings, Inc.",Industrials,Electrical Equipment & Parts,USA,4.93B,-,21.54,1.46%,337372
3335,HBAN,Huntington Bancshares Incorporated,Financial,Banks - Regional,USA,22.16B,15.75,15.25,-0.72%,10198910
3336,HBB,Hamilton Beach Brands Holding Company,Technology,Consumer Electronics,USA,231.23M,11.45,16.78,-1.18%,13464
3337,HBCP,"Home Bancorp, Inc.",Financial,Banks - Regional,USA,318.67M,7.32,37.49,-0.32%,16273
3338,HBI,Hanesbrands Inc.,Consumer Cyclical,Apparel Manufacturing,USA,6.55B,828.7,19.06,-1.55%,2087953
3339,HBIO,"Harvard Bioscience, Inc.",Healthcare,Medical Instruments & Supplies,USA,334.21M,-,8.24,-1.32%,133789
3340,HBM,Hudbay Minerals Inc.,Basic Materials,Copper,Canada,1.99B,-,6.32,2.76%,999469
3341,HBMD,"Howard Bancorp, Inc.",Financial,Banks - Regional,USA,357.78M,16.28,19.68,0.10%,90723
3342,HBNC,"Horizon Bancorp, Inc.",Financial,Banks - Regional,USA,766.51M,9.26,17.83,-0.61%,65741
3343,HBP,"Huttig Building Products, Inc.",Industrials,Industrial Distribution,USA,165.19M,5.71,6.18,-0.32%,68342
3344,HBT,"HBT Financial, Inc.",Financial,Banks - Regional,USA,422.13M,8.26,15.71,-2.78%,13020
3345,HCA,"HCA Healthcare, Inc.",Healthcare,Medical Care Facilities,USA,80.72B,17.35,252.95,-0.13%,605665
3346,HCAQ,HealthCor Catalio Acquisition Corp.,Financial,Shell Companies,USA,261.46M,-,9.87,-0.40%,75719
3347,HCAR,Healthcare Services Acquisition Corporation,Financial,Shell Companies,USA,402.36M,-,9.7,0.41%,2489
3348,HCARU,Healthcare Services Acquisition Corporation,Financial,Shell Companies,USA,-,-,9.88,-0.10%,260
3349,HCAT,"Health Catalyst, Inc.",Healthcare,Health Information Services,USA,2.58B,-,54.4,-0.04%,297704
3350,HCC,"Warrior Met Coal, Inc.",Basic Materials,Coking Coal,USA,1.21B,-,24.66,-0.36%,625096
3351,HCCCU,Healthcare Capital Corp.,Financial,Shell Companies,USA,-,-,10.1,0.00%,0
3352,HCCI,"Heritage-Crystal Clean, Inc",Industrials,Waste Management,USA,689.61M,20.55,29.37,-1.14%,21855
3353,HCDI,"Harbor Custom Development, Inc.",Real Estate,Real Estate - Development,USA,44.57M,-,2.93,-0.34%,98538
3354,HCDIP,"Harbor Custom Development, Inc.",Real Estate,Real Estate - Development,USA,-,-,24,0.00%,502
3355,HCHC,"HC2 Holdings, Inc.",Communication Services,Telecom Services,USA,269.56M,-,3.63,-2.94%,240953
3356,HCI,"HCI Group, Inc.",Financial,Insurance - Property & Casualty,USA,876.44M,34.86,109.01,0.41%,45794
3357,HCIC,Hennessy Capital Investment Corp. V,Financial,Shell Companies,USA,427.85M,-,9.92,-0.10%,75013
3358,HCICU,Hennessy Capital Investment Corp. V,Financial,Shell Companies,USA,-,-,10.23,0.00%,2147
3359,HCIIU,Hudson Executive Investment Corp. II,Financial,Shell Companies,USA,-,-,9.91,0.00%,14
3360,HCKT,"The Hackett Group, Inc.",Technology,Information Technology Services,USA,602.54M,31.72,20.24,1.15%,89748
3361,HCM,HUTCHMED (China) Limited,Healthcare,Drug Manufacturers - General,Hong Kong,6.38B,-,42.88,4.48%,292834
3362,HCNEU,JAWS Hurricane Acquisition Corporation,Financial,Shell Companies,USA,-,-,9.99,-0.10%,101526
3363,HCSG,"Healthcare Services Group, Inc.",Healthcare,Medical Care Facilities,USA,1.94B,22.19,26.52,0.04%,360316
3364,HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,USA,346.58B,23.24,330.34,0.79%,2772384
3365,HDAW,Xtrackers MSCI All World ex US High Dividend Yield Hedged Equity ETF,Financial,Exchange Traded Fund,USA,-,-,26.2,0.50%,1136
3366,HDB,HDFC Bank Limited,Financial,Banks - Regional,India,140.04B,197.78,76.64,-2.06%,1166681
3367,HDEF,Xtrackers MSCI EAFE High Dividend Yield Equity ETF,Financial,Exchange Traded Fund,USA,-,-,24.57,0.33%,81911
3368,HDG,ProShares Hedge Replication ETF,Financial,Exchange Traded Fund,USA,-,-,52.27,-0.04%,1173
3369,HDGE,AdvisorShares Ranger Equity Bear ETF,Financial,Exchange Traded Fund,USA,-,-,24.35,0.08%,30386
3370,HDLB,ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN B,Financial,Exchange Traded Fund,USA,-,-,16.15,-0.38%,1564
3371,HDMV,First Trust Horizon Managed Volatility Developed International ETF,Financial,Exchange Traded Fund,USA,-,-,32.75,0.17%,2252
3372,HDRO,Defiance Next Gen H2 ETF,Financial,Exchange Traded Fund,USA,-,-,21.83,0.17%,22914
3373,HDSN,"Hudson Technologies, Inc.",Basic Materials,Specialty Chemicals,USA,153.15M,30.46,3.29,-0.90%,151948
3374,HDV,iShares Core High Dividend ETF,Financial,Exchange Traded Fund,USA,-,-,97.99,-0.09%,143712
3375,HE,"Hawaiian Electric Industries, Inc.",Utilities,Utilities - Regulated Electric,USA,4.68B,19.32,43.06,-2.05%,208278
3376,HEAR,Turtle Beach Corporation,Technology,Consumer Electronics,USA,442.92M,11.18,28.52,-0.83%,276460
3377,HEDJ,WisdomTree Europe Hedged Equity Fund,Financial,Exchange Traded Fund,USA,-,-,79.63,-0.38%,41576
3378,HEEM,iShares Currency Hedged MSCI Emerging Markets ETF,Financial,Exchange Traded Fund,USA,-,-,31.69,0.74%,30679
3379,HEES,"H&E Equipment Services, Inc.",Industrials,Rental & Leasing Services,USA,1.15B,79.52,33.48,-2.05%,81126
3380,HEFA,iShares Currency Hedged MSCI EAFE ETF,Financial,Exchange Traded Fund,USA,-,-,35.38,0.31%,224719
3381,HEGD,Swan Hedged Equity US Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,18.92,0.00%,24529
3382,HEI,HEICO Corporation,Industrials,Aerospace & Defense,USA,15.86B,61.12,124.44,-1.81%,186820
3383,HEI-A,HEICO Corporation,Industrials,Aerospace & Defense,USA,-,-,113.34,-1.06%,109871
3384,HELE,Helen of Troy Limited,Consumer Defensive,Household & Personal Products,USA,5.69B,24,239.55,-0.20%,84835
3385,HELX,Franklin Genomic Advancements ETF,Financial,Exchange Traded Fund,USA,-,-,58.04,0.57%,3582
3386,HEP,"Holly Energy Partners, L.P.",Energy,Oil & Gas Midstream,USA,1.94B,10.69,19.19,-1.79%,55502
3387,HEPA,"Hepion Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,117.38M,-,1.58,-3.66%,738339
3388,HEPS,D-Market Electronic Services & Trading American Depositary Shares,Consumer Cyclical,Internet Retail,Turkey,2.43B,-,7.65,-4.49%,555162
3389,HEQ,John Hancock Hedged Equity & Income Fund,Financial,Closed-End Fund - Equity,USA,163.43M,-,13.37,0.38%,52720
3390,HERA,FTAC Hera Acquisition Corp.,Financial,Shell Companies,USA,848.04M,-,9.74,0.62%,26945
3391,HERAU,FTAC Hera Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.92,-0.20%,103
3392,HERO,Global X Video Games & Esports ETF,Financial,Exchange Traded Fund,USA,-,-,31.11,1.10%,75578
3393,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,20.89B,-,69.91,-1.91%,1386376
3394,HESM,Hess Midstream LP,Energy,Oil & Gas Midstream,USA,7.58B,17.1,26.61,1.18%,89596
3395,HEWG,iShares Currency Hedged MSCI Germany ETF,Financial,Exchange Traded Fund,USA,-,-,33.3,-0.24%,5602
3396,HEWJ,iShares Currency Hedged MSCI Japan ETF,Financial,Exchange Traded Fund,USA,-,-,40.5,2.77%,262304
3397,HEWU,iShares Currency Hedged MSCI United Kingdom ETF,Financial,Exchange Traded Fund,USA,-,-,23.07,-0.12%,173402
3398,HEXO,HEXO Corp. Common Shares,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,466.19M,-,2.39,-2.05%,6914450
3399,HEZU,iShares Currency Hedged MSCI Eurozone ETF,Financial,Exchange Traded Fund,USA,-,-,37.4,-0.61%,152460
3400,HFBL,"Home Federal Bancorp, Inc. of Louisiana",Financial,Banks - Regional,USA,65.30M,11.85,18.55,0.38%,201
3401,HFC,HollyFrontier Corporation,Energy,Oil & Gas Refining & Marketing,USA,4.73B,26.2,30.73,-2.26%,1505798
3402,HFFG,HF Foods Group Inc.,Consumer Defensive,Food Distribution,USA,298.82M,50.26,5.88,-1.01%,44122
3403,HFRO,Highland Funds I - Highland Income Fund,Financial,Asset Management,USA,776.18M,-,10.87,-1.81%,275859
3404,HFWA,Heritage Financial Corporation,Financial,Banks - Regional,USA,864.03M,9.14,24.9,-0.99%,109036
3405,HFXI,IQ 50 Percent Hedged FTSE International ETF,Financial,Exchange Traded Fund,USA,-,-,25.67,0.45%,4568
3406,HGBL,Heritage Global Inc.,Financial,Capital Markets,USA,79.16M,8.43,2.14,-2.28%,31563
3407,HGEN,"Humanigen, Inc.",Healthcare,Biotechnology,USA,1.03B,-,16.02,-3.26%,726406
3408,HGLB,Highland Global Allocation Fund,Financial,Asset Management,USA,215.66M,-,9.83,-0.61%,52123
3409,HGSH,China HGS Real Estate Inc.,Real Estate,Real Estate - Development,China,46.59M,4.06,1.84,-1.60%,26454
3410,HGV,Hilton Grand Vacations Inc.,Consumer Cyclical,Resorts & Casinos,USA,3.57B,-,43.82,-1.84%,751857
3411,HHC,The Howard Hughes Corporation,Real Estate,Real Estate - Diversified,USA,4.97B,72.02,92.54,-0.31%,361441
3412,HHR,HeadHunter Group PLC,Industrials,Staffing & Employment Services,Russia,2.71B,64.31,55.11,-1.96%,167201
3413,HI,"Hillenbrand, Inc.",Industrials,Specialty Industrial Machinery,USA,3.22B,18.29,45.25,-1.84%,234611
3414,HIBB,"Hibbett, Inc.",Consumer Cyclical,Specialty Retail,USA,1.75B,9.55,98.96,1.46%,454982
3415,HIBL,Direxion Daily S&P 500 High Beta Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,65.37,-0.86%,44761
3416,HIBS,Direxion Daily S&P 500 High Beta Bear 3X Shares,Financial,Exchange Traded Fund,USA,-,-,11.05,1.01%,197907
3417,HIE,Miller/Howard High Income Equity Fund,Financial,Closed-End Fund - Equity,USA,186.91M,-,10,-0.30%,49132
3418,HIFS,Hingham Institution for Savings,Financial,Banks - Regional,USA,698.53M,10.32,324.9,0.12%,5045
3419,HIG,"The Hartford Financial Services Group, Inc.",Financial,Insurance - Diversified,USA,23.32B,11.55,68.09,-0.55%,2180747
3420,HIGA,H.I.G. Acquisition Corp.,Financial,Shell Companies,USA,444.44M,-,9.74,-0.20%,35041
3421,HIHO,Highway Holdings Limited,Industrials,Metal Fabrication,Hong Kong,15.35M,175.22,4.03,-1.47%,36620
3422,HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,USA,8.05B,11,203.17,-0.96%,115132
3423,HIII,Hudson Executive Investment Corp. III,Financial,Shell Companies,USA,724.52M,-,9.69,0.21%,62
3424,HIIIU,Hudson Executive Investment Corp. III,Financial,Shell Companies,USA,-,-,9.86,0.22%,962
3425,HIL,"Hill International, Inc.",Industrials,Engineering & Construction,USA,135.98M,-,2.43,-0.41%,137037
3426,HIMS,"Hims & Hers Health, Inc.",Consumer Defensive,Household & Personal Products,USA,1.55B,-,8.21,-1.56%,1210992
3427,HIMX,"Himax Technologies, Inc.",Technology,Semiconductors,Taiwan,2.13B,10,12.51,1.71%,2323867
3428,HIO,Western Asset High Income Opportunity Fund Inc.,Financial,Closed-End Fund - Debt,USA,501.17M,3.83,5.27,-1.31%,175380
3429,HIPS,GraniteShares HIPS US High Income ETF,Financial,Exchange Traded Fund,USA,-,-,15.68,0.10%,48551
3430,HITI,High Tide Inc.,Healthcare,Pharmaceutical Retailers,Canada,503.63M,-,7.61,4.82%,272494
3431,HIW,"Highwoods Properties, Inc.",Real Estate,REIT - Office,USA,4.75B,20.65,46.26,-0.43%,785131
3432,HIX,Western Asset High Income Fund II Inc.,Financial,Closed-End Fund - Debt,USA,621.68M,84.83,7.38,-1.07%,141120
3433,HJEN,Direxion Hydrogen ETF,Financial,Exchange Traded Fund,USA,-,-,21.94,-0.32%,6919
3434,HJLI,"Hancock Jaffe Laboratories, Inc.",Healthcare,Medical Devices,USA,66.99M,-,8.09,1.89%,316546
3435,HKIB,AMTD International Inc.,Financial,Capital Markets,Hong Kong,1.35B,9.95,5.5,-0.90%,555
3436,HL,Hecla Mining Company,Basic Materials,Gold,USA,3.21B,103.23,6.4,4.23%,6179002
3437,HLAH,"Hamilton Lane Alliance Holdings I, Inc.",Financial,Shell Companies,USA,313.98M,-,9.67,0.00%,1603
3438,HLAHU,"Hamilton Lane Alliance Holdings I, Inc.",Financial,Shell Companies,USA,-,-,9.87,-0.60%,2407
3439,HLAL,Wahed FTSE USA Shariah ETF,Financial,Exchange Traded Fund,USA,-,-,39.93,-0.10%,15359
3440,HLF,Herbalife Nutrition Ltd.,Consumer Defensive,Packaged Foods,USA,6.05B,12.37,52.83,1.64%,417527
3441,HLG,Hailiang Education Group Inc.,Consumer Defensive,Education & Training Services,China,926.31M,12.81,36.34,0.89%,1767
3442,HLI,"Houlihan Lokey, Inc.",Financial,Capital Markets,USA,6.07B,17.7,90.32,-0.56%,184417
3443,HLIO,"Helios Technologies, Inc.",Industrials,Specialty Industrial Machinery,USA,2.68B,37.94,84.65,2.16%,89307
3444,HLIT,Harmonic Inc.,Technology,Communication Equipment,USA,936.65M,9200,9.2,-2.44%,482288
3445,HLMN,Hillman Solutions Corp.,Industrials,Tools & Accessories,USA,2.40B,-,12.74,2.49%,4104922
3446,HLNE,Hamilton Lane Incorporated,Financial,Asset Management,USA,4.44B,25.17,85.63,-1.59%,132685
3447,HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,USA,33.78B,-,123.08,-1.05%,1695097
3448,HLX,"Helix Energy Solutions Group, Inc.",Energy,Oil & Gas Equipment & Services,USA,530.78M,62.83,3.77,-1.31%,861441
3449,HLXA,Helix Acquisition Corp.,Financial,Shell Companies,USA,147.01M,-,9.88,0.00%,32
3450,HMC,"Honda Motor Co., Ltd.",Consumer Cyclical,Auto Manufacturers,Japan,55.40B,6.1,30.82,1.18%,874180
3451,HMCOU,HumanCo Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.11,-0.69%,500
3452,HMHC,Houghton Mifflin Harcourt Company,Consumer Defensive,Education & Training Services,USA,1.73B,-,13.51,-0.95%,527641
3453,HMLP,Hoegh LNG Partners LP,Energy,Oil & Gas Midstream,Bermuda,164.79M,3.36,4.95,7.61%,589982
3454,HMN,Horace Mann Educators Corporation,Financial,Insurance - Property & Casualty,USA,1.67B,10.16,41.08,-0.17%,286823
3455,HMNF,"HMN Financial, Inc.",Financial,Banks - Regional,USA,109.99M,7.75,23.91,-3.28%,4053
3456,HMOP,Hartford Municipal Opportunities ETF,Financial,Exchange Traded Fund,USA,-,-,42.11,-0.06%,14410
3457,HMPT,Home Point Capital Inc.,Financial,Mortgage Finance,USA,576.71M,-,4.04,-1.94%,125531
3458,HMST,"HomeStreet, Inc.",Financial,Banks - Regional,USA,805.84M,7.73,39.56,-1.22%,96422
3459,HMTV,"Hemisphere Media Group, Inc.",Communication Services,Entertainment,USA,512.14M,12.12,12.81,-0.85%,26428
3460,HMY,Harmony Gold Mining Company Limited,Basic Materials,Gold,South Africa,2.03B,9.46,3.51,-0.57%,9535031
3461,HNDL,Strategy Shares Nasdaq 7 Handl Index ETF,Financial,Exchange Traded Fund,USA,-,-,25.92,-0.08%,628758
3462,HNGR,"Hanger, Inc.",Healthcare,Medical Care Facilities,USA,861.65M,30.55,23.25,-1.11%,80548
3463,HNI,HNI Corporation,Industrials,Business Equipment & Supplies,USA,1.59B,18.78,37.06,-1.62%,106753
3464,HNNA,"Hennessy Advisors, Inc.",Financial,Asset Management,USA,76.88M,10.26,10.25,0.20%,3404
3465,HNP,"Huaneng Power International, Inc.",Utilities,Utilities - Independent Power Producers,China,13.50B,-,22.98,10.00%,120436
3466,HNRG,Hallador Energy Company,Energy,Thermal Coal,USA,71.62M,-,2.37,-2.87%,158657
3467,HNST,"The Honest Company, Inc. Common Stock",Consumer Cyclical,Specialty Retail,USA,932.27M,-,10.57,-0.19%,404442
3468,HNW,"Pioneer Diversified High Income Fund, Inc.",Financial,Asset Management,USA,129.99M,-,15.6,-0.19%,20179
3469,HOFT,Hooker Furniture Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,370.30M,11.23,31.84,-1.21%,30488
3470,HOFV,Hall of Fame Resort & Entertainment Company,Communication Services,Entertainment,USA,276.34M,-,3.08,-0.96%,1157841
3471,HOG,"Harley-Davidson, Inc.",Consumer Cyclical,Recreational Vehicles,USA,5.97B,12.39,39.16,-0.63%,632879
3472,HOLD,AdvisorShares Sage Core Reserves ETF,Financial,Exchange Traded Fund,USA,-,-,98.65,-0.01%,1
3473,HOLI,Hollysys Automation Technologies Ltd.,Industrials,Electrical Equipment & Parts,China,1.13B,17.02,19.52,0.10%,199591
3474,HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,USA,20.05B,10.29,80.25,-0.09%,702375
3475,HOMB,"Home Bancshares, Inc. (Conway, AR)",Financial,Banks - Regional,USA,3.50B,11.21,21.82,0.55%,469541
3476,HOMZ,The Hoya Capital Housing ETF,Financial,Exchange Traded Fund,USA,-,-,42.31,-0.34%,6471
3477,HON,Honeywell International Inc.,Industrials,Specialty Industrial Machinery,USA,157.48B,32.42,228.36,-1.13%,1618176
3478,HONE,"HarborOne Bancorp, Inc.",Financial,Banks - Regional,USA,753.24M,11.97,14.14,0.07%,132039
3479,HOOD,"Robinhood Markets, Inc.",Technology,Software - Infrastructure,USA,37.08B,-,43.35,-2.56%,4617158
3480,HOOK,HOOKIPA Pharma Inc.,Healthcare,Biotechnology,USA,188.82M,-,6.77,-2.87%,200347
3481,HOPE,"Hope Bancorp, Inc.",Financial,Banks - Regional,USA,1.62B,10.8,13.6,-0.37%,566148
3482,HOTH,"Hoth Therapeutics, Inc.",Healthcare,Biotechnology,USA,32.04M,-,1.3,0.00%,99095
3483,HOV,"Hovnanian Enterprises, Inc.",Consumer Cyclical,Residential Construction,USA,605.72M,1.15,101.46,-2.62%,120394
3484,HOVNP,"Hovnanian Enterprises, Inc. PFD DEP1/1000A",Consumer Cyclical,Residential Construction,USA,-,-,17.75,-2.20%,2502
3485,HOWL,"Werewolf Therapeutics, Inc.",Healthcare,Biotechnology,USA,469.31M,-,17.75,0.00%,32909
3486,HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,USA,2.64B,-,26.85,-2.11%,671767
3487,HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,USA,19.82B,31.46,15.48,0.58%,14341106
3488,HPF,John Hancock Preferred Income Fund II,Financial,Closed-End Fund - Debt,USA,478.54M,-,22.39,-0.71%,46180
3489,HPI,John Hancock Preferred Income Fund,Financial,Closed-End Fund - Debt,USA,572.59M,-,21.84,-0.55%,33106
3490,HPK,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P,USA,795.07M,-,9.49,2.37%,13960
3491,HPP,"Hudson Pacific Properties, Inc.",Real Estate,REIT - Office,USA,4.08B,-,27.35,0.11%,916168
3492,HPQ,HP Inc.,Technology,Computer Hardware,USA,36.09B,9.25,29.86,0.88%,8104199
3493,HPS,John Hancock Preferred Income Fund III,Financial,Closed-End Fund - Debt,USA,611.76M,-,19.3,-1.08%,52208
3494,HQH,Tekla Healthcare Investors,Financial,Closed-End Fund - Equity,USA,1.20B,4.89,26.91,0.41%,70457
3495,HQI,"HireQuest, Inc.",Industrials,Staffing & Employment Services,USA,267.99M,33.29,19.94,-0.85%,17305
3496,HQL,Tekla Life Sciences Investors,Financial,Closed-End Fund - Equity,USA,535.85M,4.31,22.07,1.15%,38552
3497,HQY,"HealthEquity, Inc.",Healthcare,Health Information Services,USA,5.26B,1136.49,64.78,-2.03%,651464
3498,HR,Healthcare Realty Trust Incorporated,Real Estate,REIT - Healthcare Facilities,USA,4.47B,117.2,30.94,0.39%,1000795
3499,HRB,"H&R Block, Inc.",Consumer Cyclical,Personal Services,USA,4.52B,8.49,25.98,-0.76%,1287100
3500,HRC,"Hill-Rom Holdings, Inc.",Healthcare,Medical Instruments & Supplies,USA,9.89B,42.73,151.68,-0.08%,2623537
3501,HRI,Herc Holdings Inc.,Industrials,Rental & Leasing Services,USA,3.68B,25.21,130.74,-0.23%,98978
3502,HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,USA,23.06B,26.41,42.81,-1.74%,5043525
3503,HRMY,"Harmony Biosciences Holdings, Inc.",Healthcare,Biotechnology,USA,2.01B,124.23,36.15,3.29%,311905
3504,HROW,"Harrow Health, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,277.59M,39.92,10.42,0.58%,54717
3505,HRTG,"Heritage Insurance Holdings, Inc.",Financial,Insurance - Property & Casualty,USA,179.36M,-,6.67,-2.20%,77042
3506,HRTX,"Heron Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.18B,-,11.73,-1.76%,846540
3507,HRZN,Horizon Technology Finance Corporation,Financial,Asset Management,USA,336.77M,23.82,17.13,-0.17%,53330
3508,HSAQ,Health Sciences Acquisitions Corporation 2,Financial,Shell Companies,USA,200.21M,-,9.79,-0.61%,6113
3509,HSBC,HSBC Holdings plc,Financial,Banks - Diversified,United Kingdom,108.93B,11.75,26.61,-0.04%,1665610
3510,HSC,Harsco Corporation,Industrials,Specialty Industrial Machinery,USA,1.41B,553.03,18.25,-0.87%,241937
3511,HSCZ,iShares Currency Hedged MSCI EAFE Small-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,38.34,0.37%,8015
3512,HSDT,"Helius Medical Technologies, Inc.",Healthcare,Medical Devices,USA,35.16M,-,14.71,-2.88%,2194
3513,HSIC,"Henry Schein, Inc.",Healthcare,Medical Distribution,USA,10.79B,18.51,78.38,-1.20%,583206
